21;true;130521064615;
21;false;130521064617;
25;true;130521064618;
25;false;130521064619;
21;true;130521065036;
21;false;130521065045;
25;true;130521065100;
46;true;130521065126;
46;false;130521065135;
21;false;130521065247;
21;true;130521065249;
32;true;130521065312;
32;false;130521065318;
25;true;130521065329;
21;false;130521071831;
25;false;130521071832;
35;false;130521071918;
35;true;130521071918;
21;false;130521072018;
21;true;130521072205;
25;true;130521072206;
25;false;130521072439;
21;false;130521072441;
21;true;130521072451;
25;true;130521072457;
